protocol,network,contract_address,source,status,contract_name,abi_path
maha_xyz,base,,not-found,skip,Unknown,
meridian_finance,base,,not-found,skip,Unknown,
overnight_finance,base,,not-found,skip,Unknown,
parallel_protocol_v3,base,,not-found,skip,Unknown,
phase,base,,not-found,skip,Unknown,
preon_finance,base,,not-found,skip,Unknown,
qidao,base,,not-found,skip,Unknown,
river_omni_cdp,base,,not-found,skip,Unknown,
defi_saver,base,,not-found,skip,Unknown,
summer_fi_pro,base,,not-found,skip,Unknown,
backpack,base,,not-found,skip,Unknown,
binance_cex,base,,not-found,skip,Unknown,
bitcointry,base,,not-found,skip,Unknown,
bitkub,base,,not-found,skip,Unknown,
blofin,base,,not-found,skip,Unknown,
bybit,base,,not-found,skip,Unknown,
flipster,base,,not-found,skip,Unknown,
gate,base,,not-found,skip,Unknown,
indodax,base,,not-found,skip,Unknown,
kucoin,base,,not-found,skip,Unknown,
mexc,base,,not-found,skip,Unknown,
nonkyc,base,,not-found,skip,Unknown,
okx,base,,not-found,skip,Unknown,
phemex,base,,not-found,skip,Unknown,
zoomex,base,,not-found,skip,Unknown,
zklink_nova,base,,not-found,skip,Unknown,
butter_network,base,,not-found,skip,Unknown,
catalyst,base,,not-found,skip,Unknown,
crosscurve,base,,not-found,skip,Unknown,
garden,base,,not-found,skip,Unknown,
gasp,base,,not-found,skip,Unknown,
hop_protocol,base,,not-found,skip,Unknown,
interport_finance,base,,not-found,skip,Unknown,
meson,base,,not-found,skip,Unknown,
messina_bridge,base,,not-found,skip,Unknown,
stargate_v1,base,,not-found,skip,Unknown,
stargate_v2,base,,not-found,skip,Unknown,
symbiosis,base,,not-found,skip,Unknown,
synapse,base,,not-found,skip,Unknown,
xy_finance,base,,not-found,skip,Unknown,
createdao,base,,not-found,skip,Unknown,
balmy,base,,not-found,skip,Unknown,
super_dca,base,,not-found,skip,Unknown,
aboard_exchange,base,,not-found,skip,Unknown,
aevo_perps,base,,not-found,skip,Unknown,
alkimiya,base,,not-found,skip,Unknown,
amped_finance,base,,not-found,skip,Unknown,
apex_omni,base,,not-found,skip,Unknown,
avantis,base,,not-found,skip,Unknown,
basemax,base,,not-found,skip,Unknown,
basetrade,base,,not-found,skip,Unknown,
bmx_classic_perps,base,,not-found,skip,Unknown,
bmx_freestyle,base,,not-found,skip,Unknown,
bsx_exchange,base,,not-found,skip,Unknown,
cap_finance_v4,base,,not-found,skip,Unknown,
contango_v2,base,,not-found,skip,Unknown,
d8x,base,,not-found,skip,Unknown,
derive_v2,base,,not-found,skip,Unknown,
desk_perps,base,,not-found,skip,Unknown,
dexodus_finance,base,,not-found,skip,Unknown,
dip_exchange,base,,not-found,skip,Unknown,
edebase,base,,not-found,skip,Unknown,
elfi_protocol,base,,not-found,skip,Unknown,
flex_perpetuals,base,,not-found,skip,Unknown,
fwx_derivatives,base,,not-found,skip,Unknown,
fxdx,base,,not-found,skip,Unknown,
gains_network,base,,not-found,skip,Unknown,
infinitypools,base,,not-found,skip,Unknown,
intentx,base,,not-found,skip,Unknown,
ipor_derivatives,base,,not-found,skip,Unknown,
javsphere,base,,not-found,skip,Unknown,
jojo,base,,not-found,skip,Unknown,
kiloex,base,,not-found,skip,Unknown,
krav,base,,not-found,skip,Unknown,
limitless,base,,not-found,skip,Unknown,
logx_v2,base,,not-found,skip,Unknown,
meridian_trade,base,,not-found,skip,Unknown,
mummy_finance,base,,not-found,skip,Unknown,
nether_fi,base,,not-found,skip,Unknown,
onchain_trade,base,,not-found,skip,Unknown,
plaza_finance,base,,not-found,skip,Unknown,
prepo,base,,not-found,skip,Unknown,
primex_finance,base,,not-found,skip,Unknown,
print3r,base,,not-found,skip,Unknown,
rabbitx,base,,not-found,skip,Unknown,
rollx,base,,not-found,skip,Unknown,
satori_perp,base,,not-found,skip,Unknown,
stobix,base,,not-found,skip,Unknown,
surf_protocol,base,,not-found,skip,Unknown,
swapbased_perp,base,,not-found,skip,Unknown,
synfutures_v3,base,,not-found,skip,Unknown,
synthetix_v3,base,,not-found,skip,Unknown,
synthswap_perps,base,,not-found,skip,Unknown,
sypher_finance,base,,not-found,skip,Unknown,
toros,base,,not-found,skip,Unknown,
unidex_perp,base,,not-found,skip,Unknown,
vela_exchange,base,,not-found,skip,Unknown,
vertex_perps,base,,not-found,skip,Unknown,
vest_exchange,base,,not-found,skip,Unknown,
voodoo_trade_base,base,,not-found,skip,Unknown,
wasabi,base,,not-found,skip,Unknown,
xena_finance,base,,not-found,skip,Unknown,
yfx_v4,base,,not-found,skip,Unknown,
intuition,base,,not-found,skip,Unknown,
definitive,base,,not-found,skip,Unknown,
2thick,base,,not-found,skip,Unknown,
9mm_v2,base,,not-found,skip,Unknown,
9mm_v3,base,,not-found,skip,Unknown,
aerodrome_slipstream,base,,not-found,skip,Unknown,
aerodrome_v1,base,,not-found,skip,Unknown,
akronswap,base,,not-found,skip,Unknown,
alien_base_area51,base,,not-found,skip,Unknown,
alien_base_stableswap,base,,not-found,skip,Unknown,
alien_base_v2,base,,not-found,skip,Unknown,
alien_base_v3,base,,not-found,skip,Unknown,
andromeada,base,,not-found,skip,Unknown,
apex_defi,base,,not-found,skip,Unknown,
archly_v1,base,,not-found,skip,Unknown,
archly_v2,base,,not-found,skip,Unknown,
autotronic,base,,not-found,skip,Unknown,
bagelswap,base,,not-found,skip,Unknown,
balanced_exchange,base,,not-found,skip,Unknown,
balancer_v2,base,,not-found,skip,Unknown,
balancer_v3,base,,not-found,skip,Unknown,
base3d,base,,not-found,skip,Unknown,
basefinance,base,,not-found,skip,Unknown,
baseswap_v2,base,,not-found,skip,Unknown,
basex,base,,not-found,skip,Unknown,
basex_finance,base,,not-found,skip,Unknown,
baso_finance,base,,not-found,skip,Unknown,
bass_exchange,base,,not-found,skip,Unknown,
biswap_v3,base,,not-found,skip,Unknown,
bridgers,base,,not-found,skip,Unknown,
brownfi,base,,not-found,skip,Unknown,
bunni_v2,base,,not-found,skip,Unknown,
bunnyswap,base,,not-found,skip,Unknown,
burve_protocol,base,,not-found,skip,Unknown,
bwswap,base,,not-found,skip,Unknown,
citadelswap,base,,not-found,skip,Unknown,
clamm,base,,not-found,skip,Unknown,
clipper,base,,not-found,skip,Unknown,
clober_liquidity_vault,base,,not-found,skip,Unknown,
clober_v2,base,,not-found,skip,Unknown,
cookiebase_dex,base,,not-found,skip,Unknown,
crescentswap,base,,not-found,skip,Unknown,
curve_dex,base,,not-found,skip,Unknown,
dackieswap_v2,base,,not-found,skip,Unknown,
dackieswap_v3,base,,not-found,skip,Unknown,
deltaswap,base,,not-found,skip,Unknown,
derpdex,base,,not-found,skip,Unknown,
dexalot_dex,base,,not-found,skip,Unknown,
dexilla,base,,not-found,skip,Unknown,
diamondswap,base,,not-found,skip,Unknown,
dodo_amm,base,,not-found,skip,Unknown,
donaswap_v2,base,,not-found,skip,Unknown,
e3,base,,not-found,skip,Unknown,
elk,base,,not-found,skip,Unknown,
energon_dex,base,,not-found,skip,Unknown,
feefree,base,,not-found,skip,Unknown,
flashliquidity,base,,not-found,skip,Unknown,
fluxusfi,base,,not-found,skip,Unknown,
fwx_dex,base,,not-found,skip,Unknown,
goblins_amm,base,,not-found,skip,Unknown,
graphene_by_velocimeter,base,,not-found,skip,Unknown,
gridex,base,,not-found,skip,Unknown,
gyroscope_protocol,base,,not-found,skip,Unknown,
henjin_dex,base,,not-found,skip,Unknown,
horizondex,base,,not-found,skip,Unknown,
hydrex_v3,base,,not-found,skip,Unknown,
hydrex_v4,base,,not-found,skip,Unknown,
hydrometer_finance,base,,not-found,skip,Unknown,
icecreamswap_v2,base,,not-found,skip,Unknown,
iceswap,base,,not-found,skip,Unknown,
infusion,base,,not-found,skip,Unknown,
ixs,base,,not-found,skip,Unknown,
iziswap,base,,not-found,skip,Unknown,
kewl_exchange,base,,not-found,skip,Unknown,
kim_exchange_v2,base,,not-found,skip,Unknown,
kim_exchange_v3,base,,not-found,skip,Unknown,
kinetix_amm_v2,base,,not-found,skip,Unknown,
kinetix_amm_v3,base,,not-found,skip,Unknown,
kokonut_swap,base,,not-found,skip,Unknown,
kyberswap_elastic,base,,not-found,skip,Unknown,
leetswap,base,,not-found,skip,Unknown,
loopring,base,,not-found,skip,Unknown,
lovely_swap,base,,not-found,skip,Unknown,
marswap,base,,not-found,skip,Unknown,
maverick_v1,base,,not-found,skip,Unknown,
maverick_v2,base,,not-found,skip,Unknown,
moonbase,base,,not-found,skip,Unknown,
nabla_finance,base,,not-found,skip,Unknown,
nano_swap,base,,not-found,skip,Unknown,
oasisswap,base,,not-found,skip,Unknown,
ohmycrypt,base,,not-found,skip,Unknown,
omni_exchange_flux,base,,not-found,skip,Unknown,
omni_exchange_v2,base,,not-found,skip,Unknown,
omni_exchange_v3,base,,not-found,skip,Unknown,
onionswap,base,,not-found,skip,Unknown,
otsea,base,,not-found,skip,Unknown,
pancakeswap_amm,base,,not-found,skip,Unknown,
pancakeswap_amm_v3,base,,not-found,skip,Unknown,
pancakeswap_infinity,base,,not-found,skip,Unknown,
pixelswap,base,,not-found,skip,Unknown,
plantbaseswap,base,,not-found,skip,Unknown,
poolside,base,,not-found,skip,Unknown,
quickswap_dex,base,,not-found,skip,Unknown,
quickswap_v4,base,,not-found,skip,Unknown,
raindex,base,,not-found,skip,Unknown,
renegade,base,,not-found,skip,Unknown,
ring_swap,base,,not-found,skip,Unknown,
rocketswap_base,base,,not-found,skip,Unknown,
rubicon,base,,not-found,skip,Unknown,
satori_spots,base,,not-found,skip,Unknown,
scale,base,,not-found,skip,Unknown,
sedge,base,,not-found,skip,Unknown,
sharkswap_dex,base,,not-found,skip,Unknown,
skate_amm,base,,not-found,skip,Unknown,
skydex,base,,not-found,skip,Unknown,
smardex_amm,base,,not-found,skip,Unknown,
sobal,base,,not-found,skip,Unknown,
solidly_v3,base,,not-found,skip,Unknown,
soswap,base,,not-found,skip,Unknown,
spooky_base,base,,not-found,skip,Unknown,
squadswap_v2,base,,not-found,skip,Unknown,
squadswap_v3,base,,not-found,skip,Unknown,
stablebase,base,,not-found,skip,Unknown,
sushiswap,base,,not-found,skip,Unknown,
sushiswap_v3,base,,not-found,skip,Unknown,
swaap_maker_v2,base,,not-found,skip,Unknown,
swapbased_amm,base,,not-found,skip,Unknown,
swapbased_concentrated_liquidity,base,,not-found,skip,Unknown,
swapline_v1,base,,not-found,skip,Unknown,
swapline_v2,base,,not-found,skip,Unknown,
synthswap_v2,base,,not-found,skip,Unknown,
synthswap_v3,base,,not-found,skip,Unknown,
thick,base,,not-found,skip,Unknown,
thirdfy,base,,not-found,skip,Unknown,
thorchain_dex,base,,not-found,skip,Unknown,
throne_v2,base,,not-found,skip,Unknown,
throne_v3,base,,not-found,skip,Unknown,
torus,base,,not-found,skip,Unknown,
treble,base,,not-found,skip,Unknown,
uniswap_v2,base,,not-found,skip,Unknown,
uniswap_v3,base,,not-found,skip,Unknown,
uniswap_v4,base,,not-found,skip,Unknown,
velocimeter_v2,base,,not-found,skip,Unknown,
voltswap_v2,base,,not-found,skip,Unknown,
wagmi,base,,not-found,skip,Unknown,
wombat_exchange,base,,not-found,skip,Unknown,
woofi_swap,base,,not-found,skip,Unknown,
xbased,base,,not-found,skip,Unknown,
zkex,base,,not-found,skip,Unknown,
ace_of_base,base,,not-found,skip,Unknown,
aixcb,base,,not-found,skip,Unknown,
boobs_finance,base,,not-found,skip,Unknown,
bryan_on_base,base,,not-found,skip,Unknown,
chocobase,base,,not-found,skip,Unknown,
cookiebase_farm,base,,not-found,skip,Unknown,
cytonic_airdrop_campaign,base,,not-found,skip,Unknown,
detto_finance,base,,not-found,skip,Unknown,
dragon_protocol,base,,not-found,skip,Unknown,
dumpex,base,,not-found,skip,Unknown,
epoch_island,base,,not-found,skip,Unknown,
gullnetwork_service,base,,not-found,skip,Unknown,
infinity_hedge_fund,base,,not-found,skip,Unknown,
miner_ercx,base,,not-found,skip,Unknown,
paragonsdao,base,,not-found,skip,Unknown,
pod_finance,base,,not-found,skip,Unknown,
redemption_finance,base,,not-found,skip,Unknown,
spirit_farm,base,,not-found,skip,Unknown,
statix_farm,base,,not-found,skip,Unknown,
wild_base,base,,not-found,skip,Unknown,
zeebu,base,,not-found,skip,Unknown,
bcraft,base,,not-found,skip,Unknown,
fren_pets,base,,not-found,skip,Unknown,
heroes_of_mavia,base,,not-found,skip,Unknown,
newthrone,base,,not-found,skip,Unknown,
robots_farm,base,,not-found,skip,Unknown,
dhedge_vaults,base,,not-found,skip,Unknown,
index_coop,base,,not-found,skip,Unknown,
indx,base,,not-found,skip,Unknown,
reserve_protocol,base,,not-found,skip,Unknown,
nayms,base,,not-found,skip,Unknown,
ape_store,base,,not-found,skip,Unknown,
bitbond_sales,base,,not-found,skip,Unknown,
chaingpt,base,,not-found,skip,Unknown,
common_wealth,base,,not-found,skip,Unknown,
createmytoken,base,,not-found,skip,Unknown,
dxsale,base,,not-found,skip,Unknown,
flaunch,base,,not-found,skip,Unknown,
g8keep,base,,not-found,skip,Unknown,
mint_club_v2,base,,not-found,skip,Unknown,
poolz_vesting,base,,not-found,skip,Unknown,
powadap,base,,not-found,skip,Unknown,
40_acres,base,,not-found,skip,Unknown,
aave_v3,base,,not-found,skip,Unknown,
aimstrong,base,,not-found,skip,Unknown,
ajna_v2,base,,not-found,skip,Unknown,
aloe,base,,not-found,skip,Unknown,
astaria_v2,base,,not-found,skip,Unknown,
avalon_finance,base,,not-found,skip,Unknown,
blend_finance,base,,not-found,skip,Unknown,
chedda_finance,base,,not-found,skip,Unknown,
compound_v3,base,,not-found,skip,Unknown,
cream_lending,base,,not-found,skip,Unknown,
euler_v2,base,,not-found,skip,Unknown,
extra_finance_xlend,base,,not-found,skip,Unknown,
fluid_lending,base,,not-found,skip,Unknown,
folks_finance_xchain,base,,not-found,skip,Unknown,
fringe_v2,base,,not-found,skip,Unknown,
grace,base,,not-found,skip,Unknown,
granary_finance,base,,not-found,skip,Unknown,
impermax_v2,base,,not-found,skip,Unknown,
impermax_v3,base,,not-found,skip,Unknown,
ionic_protocol,base,,not-found,skip,Unknown,
lava,base,,not-found,skip,Unknown,
magnate_finance,base,,not-found,skip,Unknown,
mooncake_finance,base,,not-found,skip,Unknown,
moonwell_lending,base,,not-found,skip,Unknown,
morpho_blue,base,,not-found,skip,Unknown,
mortgagefi,base,,not-found,skip,Unknown,
multichainz,base,,not-found,skip,Unknown,
myso_v2,base,,not-found,skip,Unknown,
native_credit_pool,base,,not-found,skip,Unknown,
omnibtc,base,,not-found,skip,Unknown,
pike,base,,not-found,skip,Unknown,
polter_finance,base,,not-found,skip,Unknown,
prime_protocol,base,,not-found,skip,Unknown,
pwn,base,,not-found,skip,Unknown,
radiant_v2,base,,not-found,skip,Unknown,
rebalance_finance,base,,not-found,skip,Unknown,
revert_lend,base,,not-found,skip,Unknown,
seamless_v1,base,,not-found,skip,Unknown,
seamless_v2,base,,not-found,skip,Unknown,
silo_v1,base,,not-found,skip,Unknown,
size_credit,base,,not-found,skip,Unknown,
size_lending,base,,not-found,skip,Unknown,
snail_finance,base,,not-found,skip,Unknown,
sonne_finance,base,,not-found,skip,Unknown,
sumer_money,base,,not-found,skip,Unknown,
swirllend,base,,not-found,skip,Unknown,
syno_finance,base,,not-found,skip,Unknown,
tarot,base,,not-found,skip,Unknown,
teller,base,,not-found,skip,Unknown,
tempest_capital,base,,not-found,skip,Unknown,
termfinance_lend,base,,not-found,skip,Unknown,
timeswap_v2,base,,not-found,skip,Unknown,
unclesam_protocol,base,,not-found,skip,Unknown,
unitus,base,,not-found,skip,Unknown,
vendor_v2,base,,not-found,skip,Unknown,
venus_core_pool,base,,not-found,skip,Unknown,
vmex_finance,base,,not-found,skip,Unknown,
votre,base,,not-found,skip,Unknown,
yieldlend,base,,not-found,skip,Unknown,
yldr,base,,not-found,skip,Unknown,
zebradao,base,,not-found,skip,Unknown,
zerolend_lending,base,,not-found,skip,Unknown,
degenprime,base,,not-found,skip,Unknown,
extra_finance_leverage_farming,base,,not-found,skip,Unknown,
marginal,base,,not-found,skip,Unknown,
yieldoor,base,,not-found,skip,Unknown,
ether_fi_stake,base,,not-found,skip,Unknown,
kelp,base,,not-found,skip,Unknown,
renzo,base,,not-found,skip,Unknown,
zero_g_finance,base,,not-found,skip,Unknown,
bakerfi,base,,not-found,skip,Unknown,
glif,base,,not-found,skip,Unknown,
origin_ether,base,,not-found,skip,Unknown,
vaultlayer,base,,not-found,skip,Unknown,
a51_finance_v3,base,,not-found,skip,Unknown,
acryptos,base,,not-found,skip,Unknown,
arcadia_v2,base,,not-found,skip,Unknown,
arrakis_modular,base,,not-found,skip,Unknown,
charm_finance_v2,base,,not-found,skip,Unknown,
clip_finance,base,,not-found,skip,Unknown,
defiedge,base,,not-found,skip,Unknown,
dyson,base,,not-found,skip,Unknown,
gamma,base,,not-found,skip,Unknown,
ichi,base,,not-found,skip,Unknown,
krystal,base,,not-found,skip,Unknown,
skate_fi,base,,not-found,skip,Unknown,
stability,base,,not-found,skip,Unknown,
steer_protocol,base,,not-found,skip,Unknown,
tempest_finance,base,,not-found,skip,Unknown,
thedeep,base,,not-found,skip,Unknown,
sudoswap_v2,base,,not-found,skip,Unknown,
aera_v2,base,,not-found,skip,Unknown,
aera_v3,base,,not-found,skip,Unknown,
brink,base,,not-found,skip,Unknown,
d2_finance,base,,not-found,skip,Unknown,
extra_finance_vaults,base,,not-found,skip,Unknown,
lagoon,base,,not-found,skip,Unknown,
mitosis,base,,not-found,skip,Unknown,
moonwell_vaults,base,,not-found,skip,Unknown,
rigoblock,base,,not-found,skip,Unknown,
seamless_vaults,base,,not-found,skip,Unknown,
spark_liquidity_layer,base,,not-found,skip,Unknown,
superfund,base,,not-found,skip,Unknown,
tradingstrategy,base,,not-found,skip,Unknown,
upshift,base,,not-found,skip,Unknown,
veda,base,,not-found,skip,Unknown,
deri_v4,base,,not-found,skip,Unknown,
gammaswap,base,,not-found,skip,Unknown,
hits4fun,base,,not-found,skip,Unknown,
jasper_vault,base,,not-found,skip,Unknown,
panoptic_v1,base,,not-found,skip,Unknown,
panoptic_v1_1,base,,not-found,skip,Unknown,
stryke_clamm,base,,not-found,skip,Unknown,
aeria,base,,not-found,skip,Unknown,
whales_market,base,,not-found,skip,Unknown,
flat_money_v1,base,,not-found,skip,Unknown,
hedgey,base,,not-found,skip,Unknown,
llamapay,base,,not-found,skip,Unknown,
sablier_flow,base,,not-found,skip,Unknown,
sablier_lockup,base,,not-found,skip,Unknown,
superfluid,base,,not-found,skip,Unknown,
zkp2p,base,,not-found,skip,Unknown,
beebase,base,,not-found,skip,Unknown,
stakin,base,,not-found,skip,Unknown,
azuro,base,,not-found,skip,Unknown,
belief_market,base,,not-found,skip,Unknown,
betmode,base,,not-found,skip,Unknown,
cochilli,base,,not-found,skip,Unknown,
ferdyflip,base,,not-found,skip,Unknown,
football_fun,base,,not-found,skip,Unknown,
hackenai,base,,not-found,skip,Unknown,
limitless_exchange,base,,not-found,skip,Unknown,
nodo,base,,not-found,skip,Unknown,
o_lab,base,,not-found,skip,Unknown,
overtime,base,,not-found,skip,Unknown,
perfect_pool,base,,not-found,skip,Unknown,
predx_ai,base,,not-found,skip,Unknown,
rollspace,base,,not-found,skip,Unknown,
scoreplay_xyz,base,,not-found,skip,Unknown,
truemarkets,base,,not-found,skip,Unknown,
hinkal,base,,not-found,skip,Unknown,
tonic_cash,base,,not-found,skip,Unknown,
veil_cash,base,,not-found,skip,Unknown,
ft33_dao,base,,not-found,skip,Unknown,
pell_network,base,,not-found,skip,Unknown,
9summits,base,,not-found,skip,Unknown,
alterscope,base,,not-found,skip,Unknown,
apostro,base,,not-found,skip,Unknown,
b_protocol_curator,base,,not-found,skip,Unknown,
block_analitica,base,,not-found,skip,Unknown,
clearstar,base,,not-found,skip,Unknown,
euler_dao,base,,not-found,skip,Unknown,
gauntlet,base,,not-found,skip,Unknown,
re7_labs,base,,not-found,skip,Unknown,
relend_network,base,,not-found,skip,Unknown,
steakhouse_financial,base,,not-found,skip,Unknown,
yearn_curating,base,,not-found,skip,Unknown,
anemoy_capital,base,,not-found,skip,Unknown,
anzen_v2,base,,not-found,skip,Unknown,
backedfi,base,,not-found,skip,Unknown,
brickken,base,,not-found,skip,Unknown,
centrifuge_protocol,base,,not-found,skip,Unknown,
dinari,base,,not-found,skip,Unknown,
gaib,base,,not-found,skip,Unknown,
klimadao,base,,not-found,skip,Unknown,
midas_rwa,base,,not-found,skip,Unknown,
mountain_protocol,base,,not-found,skip,Unknown,
openeden_usdo,base,,not-found,skip,Unknown,
realtyx,base,,not-found,skip,Unknown,
spiko,base,,not-found,skip,Unknown,
subunit,base,,not-found,skip,Unknown,
sweep,base,,not-found,skip,Unknown,
t_rize,base,,not-found,skip,Unknown,
tangible_rwa,base,,not-found,skip,Unknown,
toucan_protocol,base,,not-found,skip,Unknown,
verified_network,base,,not-found,skip,Unknown,
vnx,base,,not-found,skip,Unknown,
8lends,base,,not-found,skip,Unknown,
alta_finance,base,,not-found,skip,Unknown,
csigma_finance,base,,not-found,skip,Unknown,
florence_finance,base,,not-found,skip,Unknown,
amet_finance,base,,not-found,skip,Unknown,
halofi,base,,not-found,skip,Unknown,
neuy,base,,not-found,skip,Unknown,
alfafrens,base,,not-found,skip,Unknown,
anon_social,base,,not-found,skip,Unknown,
chainchat,base,,not-found,skip,Unknown,
clink,base,,not-found,skip,Unknown,
defo,base,,not-found,skip,Unknown,
drawtech,base,,not-found,skip,Unknown,
ducky_city_sofi,base,,not-found,skip,Unknown,
ethos_markets,base,,not-found,skip,Unknown,
ethos_network,base,,not-found,skip,Unknown,
frensly,base,,not-found,skip,Unknown,
friend_tech_v1,base,,not-found,skip,Unknown,
hi_market,base,,not-found,skip,Unknown,
mellow,base,,not-found,skip,Unknown,
scoop,base,,not-found,skip,Unknown,
sharesgram,base,,not-found,skip,Unknown,
simps,base,,not-found,skip,Unknown,
songtech,base,,not-found,skip,Unknown,
squadefi,base,,not-found,skip,Unknown,
t2t2,base,,not-found,skip,Unknown,
tagdottech,base,,not-found,skip,Unknown,
time_fun,base,,not-found,skip,Unknown,
words_art,base,,not-found,skip,Unknown,
gracy_staking,base,,not-found,skip,Unknown,
metronome_synth,base,,not-found,skip,Unknown,
defidash_agent,base,,not-found,skip,Unknown,
bitbond_lockers,base,,not-found,skip,Unknown,
flokifi_locker,base,,not-found,skip,Unknown,
goplus_locker_v2,base,,not-found,skip,Unknown,
goplus_locker_v3,base,,not-found,skip,Unknown,
team_finance,base,,not-found,skip,Unknown,
uncx_network_v2,base,,not-found,skip,Unknown,
uncx_network_v3,base,,not-found,skip,Unknown,
clearpool_lending,base,,not-found,skip,Unknown,
union_protocol,base,,not-found,skip,Unknown,
aura,base,,not-found,skip,Unknown,
baklava_space,base,,not-found,skip,Unknown,
bits,base,,not-found,skip,Unknown,
dexfinance_etf,base,,not-found,skip,Unknown,
dexvaults,base,,not-found,skip,Unknown,
equilibria,base,,not-found,skip,Unknown,
gammaswap_yield_tokens,base,,not-found,skip,Unknown,
harmonix_finance,base,,not-found,skip,Unknown,
hyperdrive,base,,not-found,skip,Unknown,
lombard_vault,base,,not-found,skip,Unknown,
lucidly_finance,base,,not-found,skip,Unknown,
merkl,base,,not-found,skip,Unknown,
monstro,base,,not-found,skip,Unknown,
napier,base,,not-found,skip,Unknown,
peapods_finance,base,,not-found,skip,Unknown,
pendle,base,,not-found,skip,Unknown,
penpie,base,,not-found,skip,Unknown,
rehold_v2,base,,not-found,skip,Unknown,
ring_few,base,,not-found,skip,Unknown,
royco_protocol,base,,not-found,skip,Unknown,
singularity_finance,base,,not-found,skip,Unknown,
spark_savings,base,,not-found,skip,Unknown,
sparklex,base,,not-found,skip,Unknown,
spectra_v2,base,,not-found,skip,Unknown,
sprinter,base,,not-found,skip,Unknown,
stake_dao,base,,not-found,skip,Unknown,
termfinance_vaults,base,,not-found,skip,Unknown,
tetu_earn,base,,not-found,skip,Unknown,
tokemak,base,,not-found,skip,Unknown,
toupee_tech,base,,not-found,skip,Unknown,
vaultcraft,base,,not-found,skip,Unknown,
velvet_v3,base,,not-found,skip,Unknown,
woofi_earn,base,,not-found,skip,Unknown,
yel_finance,base,,not-found,skip,Unknown,
yield_millionaire,base,,not-found,skip,Unknown,
zyfai,base,,not-found,skip,Unknown,
autoearn_finance,base,,not-found,skip,Unknown,
autopilot,base,,not-found,skip,Unknown,
bas3d,base,,not-found,skip,Unknown,
baseyield,base,,not-found,skip,Unknown,
beefy,base,,not-found,skip,Unknown,
bim,base,,not-found,skip,Unknown,
cian_yield_layer,base,,not-found,skip,Unknown,
cybro,base,,not-found,skip,Unknown,
gms_vaults,base,,not-found,skip,Unknown,
harvest_finance,base,,not-found,skip,Unknown,
ipor_fusion,base,,not-found,skip,Unknown,
laari_finance,base,,not-found,skip,Unknown,
lazy_summer_protocol,base,,not-found,skip,Unknown,
matrix_farm,base,,not-found,skip,Unknown,
maxapy,base,,not-found,skip,Unknown,
mellow_yield,base,,not-found,skip,Unknown,
moneyfi,base,,not-found,skip,Unknown,
odyssey_finance,base,,not-found,skip,Unknown,
raccoon_finance,base,,not-found,skip,Unknown,
return_finance,base,,not-found,skip,Unknown,
superform,base,,not-found,skip,Unknown,
vaquita_protocol,base,,not-found,skip,Unknown,
vesper,base,,not-found,skip,Unknown,
vfat_io,base,,not-found,skip,Unknown,
yearn_finance,base,,not-found,skip,Unknown,
yelay_v3,base,,not-found,skip,Unknown,
yieldfi,base,,not-found,skip,Unknown,
yo_protocol,base,,not-found,skip,Unknown,
pooltogether_v5,base,,not-found,skip,Unknown,
run_money,base,,not-found,skip,Unknown,
beam_swap,beam,,not-found,skip,Unknown,
inferno_swap,beam,,not-found,skip,Unknown,
nome_protocol,berachain,,not-found,skip,Unknown,
bedrock_unibtc,berachain,,not-found,skip,Unknown,
satlayer,berachain,,not-found,skip,Unknown,
orderly_bridge,berachain,,not-found,skip,Unknown,
avalon_usda,berachain,,not-found,skip,Unknown,
beraborrow,berachain,,not-found,skip,Unknown,
reservoir_protocol,berachain,,not-found,skip,Unknown,
roots,berachain,,not-found,skip,Unknown,
blofin,berachain,,not-found,skip,Unknown,
swissborg,berachain,,not-found,skip,Unknown,
garden,berachain,,not-found,skip,Unknown,
symbiosis,berachain,,not-found,skip,Unknown,
amped_finance,berachain,,not-found,skip,Unknown,
azex,berachain,,not-found,skip,Unknown,
d8x,berachain,,not-found,skip,Unknown,
wasabi,berachain,,not-found,skip,Unknown,
beracaine,berachain,,not-found,skip,Unknown,
beralis_v2,berachain,,not-found,skip,Unknown,
beralis_v3,berachain,,not-found,skip,Unknown,
bex,berachain,,not-found,skip,Unknown,
brownfi,berachain,,not-found,skip,Unknown,
bulla_exchange,berachain,,not-found,skip,Unknown,
burrbear,berachain,,not-found,skip,Unknown,
burve,berachain,,not-found,skip,Unknown,
holdstation_swap,berachain,,not-found,skip,Unknown,
kodiak_v2,berachain,,not-found,skip,Unknown,
kodiak_v3,berachain,,not-found,skip,Unknown,
memeswap,berachain,,not-found,skip,Unknown,
nabla_finance,berachain,,not-found,skip,Unknown,
wasabee,berachain,,not-found,skip,Unknown,
winnieswap,berachain,,not-found,skip,Unknown,
woofi_swap,berachain,,not-found,skip,Unknown,
jiko,berachain,,not-found,skip,Unknown,
dahlia,berachain,,not-found,skip,Unknown,
dolomite,berachain,,not-found,skip,Unknown,
euler_v2,berachain,,not-found,skip,Unknown,
sumer_money,berachain,,not-found,skip,Unknown,
beracana,berachain,,not-found,skip,Unknown,
extra_finance_leverage_farming,berachain,,not-found,skip,Unknown,
origami_finance,berachain,,not-found,skip,Unknown,
kelp,berachain,,not-found,skip,Unknown,
berapaw,berachain,,not-found,skip,Unknown,
