protocol,network,contract_address,source,status,contract_name,abi_path
desyn_liquid_strategy,exsat,,not-found,skip,Unknown,
2doge_finance,fantom,,not-found,skip,Unknown,
2omb_finance,fantom,,not-found,skip,Unknown,
based_v1,fantom,,not-found,skip,Unknown,
code_7_finance,fantom,,not-found,skip,Unknown,
coffin_finance,fantom,,not-found,skip,Unknown,
comet_finance,fantom,,not-found,skip,Unknown,
creditum,fantom,,not-found,skip,Unknown,
dopple_finance,fantom,,not-found,skip,Unknown,
draco_finance,fantom,,not-found,skip,Unknown,
elf_finance,fantom,,not-found,skip,Unknown,
fantasm,fantom,,not-found,skip,Unknown,
fdoge_finance,fantom,,not-found,skip,Unknown,
game_theory,fantom,,not-found,skip,Unknown,
magik_finance_algostable,fantom,,not-found,skip,Unknown,
miniverse_finance,fantom,,not-found,skip,Unknown,
murica,fantom,,not-found,skip,Unknown,
olympus_finance,fantom,,not-found,skip,Unknown,
paprprintr,fantom,,not-found,skip,Unknown,
partial_finance,fantom,,not-found,skip,Unknown,
pdollar,fantom,,not-found,skip,Unknown,
platinum_finance,fantom,,not-found,skip,Unknown,
pulse_dao,fantom,,not-found,skip,Unknown,
ripae,fantom,,not-found,skip,Unknown,
rubik_finance,fantom,,not-found,skip,Unknown,
scarab_finance,fantom,,not-found,skip,Unknown,
specter_finance,fantom,,not-found,skip,Unknown,
tomb,fantom,,not-found,skip,Unknown,
wonderly_finance,fantom,,not-found,skip,Unknown,
zomb2_finance,fantom,,not-found,skip,Unknown,
zombi_finance,fantom,,not-found,skip,Unknown,
allbridge_classic,fantom,,not-found,skip,Unknown,
axelar,fantom,,not-found,skip,Unknown,
cbridge,fantom,,not-found,skip,Unknown,
chainport,fantom,,not-found,skip,Unknown,
connext,fantom,,not-found,skip,Unknown,
hashport,fantom,,not-found,skip,Unknown,
knit_finance,fantom,,not-found,skip,Unknown,
multichain,fantom,,not-found,skip,Unknown,
nervebridge,fantom,,not-found,skip,Unknown,
octus_bridge,fantom,,not-found,skip,Unknown,
poly_network,fantom,,not-found,skip,Unknown,
portal,fantom,,not-found,skip,Unknown,
printer_financial,fantom,,not-found,skip,Unknown,
relaychain,fantom,,not-found,skip,Unknown,
renvm,fantom,,not-found,skip,Unknown,
shimmerbridge,fantom,,not-found,skip,Unknown,
swft,fantom,,not-found,skip,Unknown,
venombridge,fantom,,not-found,skip,Unknown,
wan_bridge,fantom,,not-found,skip,Unknown,
abracadabra_spell,fantom,,not-found,skip,Unknown,
aquarius,fantom,,not-found,skip,Unknown,
deus_finance,fantom,,not-found,skip,Unknown,
iron_finance,fantom,,not-found,skip,Unknown,
parallel_protocol_v2,fantom,,not-found,skip,Unknown,
qidao,fantom,,not-found,skip,Unknown,
spartacadabra,fantom,,not-found,skip,Unknown,
topshelf,fantom,,not-found,skip,Unknown,
bitfinex,fantom,,not-found,skip,Unknown,
bitget,fantom,,not-found,skip,Unknown,
bitkub,fantom,,not-found,skip,Unknown,
bybit,fantom,,not-found,skip,Unknown,
coindcx,fantom,,not-found,skip,Unknown,
crypto_com,fantom,,not-found,skip,Unknown,
gate,fantom,,not-found,skip,Unknown,
hotbit,fantom,,not-found,skip,Unknown,
nexo,fantom,,not-found,skip,Unknown,
phemex,fantom,,not-found,skip,Unknown,
probit_global,fantom,,not-found,skip,Unknown,
woo_x,fantom,,not-found,skip,Unknown,
altitude,fantom,,not-found,skip,Unknown,
boringdao,fantom,,not-found,skip,Unknown,
crosschain_bridge,fantom,,not-found,skip,Unknown,
crosscurve,fantom,,not-found,skip,Unknown,
everrise,fantom,,not-found,skip,Unknown,
interport_finance,fantom,,not-found,skip,Unknown,
meson,fantom,,not-found,skip,Unknown,
o3_swap,fantom,,not-found,skip,Unknown,
router_protocol,fantom,,not-found,skip,Unknown,
spherium,fantom,,not-found,skip,Unknown,
stargate_v1,fantom,,not-found,skip,Unknown,
synapse,fantom,,not-found,skip,Unknown,
xy_finance,fantom,,not-found,skip,Unknown,
cranium_exchange,fantom,,not-found,skip,Unknown,
damx,fantom,,not-found,skip,Unknown,
equity,fantom,,not-found,skip,Unknown,
flux_exchange,fantom,,not-found,skip,Unknown,
lif3_trade,fantom,,not-found,skip,Unknown,
lynx,fantom,,not-found,skip,Unknown,
morphex_v1_perps,fantom,,not-found,skip,Unknown,
morphex_v2,fantom,,not-found,skip,Unknown,
mummy_finance,fantom,,not-found,skip,Unknown,
mux_perps,fantom,,not-found,skip,Unknown,
unidex_perp,fantom,,not-found,skip,Unknown,
voodoo_trade_fantom,fantom,,not-found,skip,Unknown,
2thick,fantom,,not-found,skip,Unknown,
abcdefx,fantom,,not-found,skip,Unknown,
archly_v1,fantom,,not-found,skip,Unknown,
archly_v2,fantom,,not-found,skip,Unknown,
beets_dex,fantom,,not-found,skip,Unknown,
bomb_finance,fantom,,not-found,skip,Unknown,
bridgers,fantom,,not-found,skip,Unknown,
curve_dex,fantom,,not-found,skip,Unknown,
defyswap,fantom,,not-found,skip,Unknown,
degen_haus,fantom,,not-found,skip,Unknown,
dfyn_network,fantom,,not-found,skip,Unknown,
donaswap_v2,fantom,,not-found,skip,Unknown,
e3,fantom,,not-found,skip,Unknown,
elk,fantom,,not-found,skip,Unknown,
empiredex,fantom,,not-found,skip,Unknown,
equalizer_exchange,fantom,,not-found,skip,Unknown,
excalibur,fantom,,not-found,skip,Unknown,
frax_swap,fantom,,not-found,skip,Unknown,
fusion_dex,fantom,,not-found,skip,Unknown,
fvm_exchange,fantom,,not-found,skip,Unknown,
graphene_by_velocimeter,fantom,,not-found,skip,Unknown,
hyperjump,fantom,,not-found,skip,Unknown,
incognito,fantom,,not-found,skip,Unknown,
jetswap,fantom,,not-found,skip,Unknown,
knightswap_finance,fantom,,not-found,skip,Unknown,
kyberswap_classic,fantom,,not-found,skip,Unknown,
kyberswap_elastic,fantom,,not-found,skip,Unknown,
maximus,fantom,,not-found,skip,Unknown,
morpheus_swap,fantom,,not-found,skip,Unknown,
orion_liquidity_nodes,fantom,,not-found,skip,Unknown,
orion_pools,fantom,,not-found,skip,Unknown,
paintswap_on_fantom,fantom,,not-found,skip,Unknown,
philetairus_socius,fantom,,not-found,skip,Unknown,
protofi,fantom,,not-found,skip,Unknown,
pyreswap,fantom,,not-found,skip,Unknown,
radioshack,fantom,,not-found,skip,Unknown,
redemption,fantom,,not-found,skip,Unknown,
saddle_finance,fantom,,not-found,skip,Unknown,
scaryswap,fantom,,not-found,skip,Unknown,
shiba_fantom,fantom,,not-found,skip,Unknown,
skullswap_v2,fantom,,not-found,skip,Unknown,
skullswap_v3,fantom,,not-found,skip,Unknown,
solidly,fantom,,not-found,skip,Unknown,
solidly_v3,fantom,,not-found,skip,Unknown,
soulswap,fantom,,not-found,skip,Unknown,
spartacus_exchange,fantom,,not-found,skip,Unknown,
spiritswap_amm,fantom,,not-found,skip,Unknown,
spiritswap_v3,fantom,,not-found,skip,Unknown,
spookyswap_v2,fantom,,not-found,skip,Unknown,
spookyswap_v3,fantom,,not-found,skip,Unknown,
sushiswap,fantom,,not-found,skip,Unknown,
sushiswap_v3,fantom,,not-found,skip,Unknown,
swapline_v1,fantom,,not-found,skip,Unknown,
swapsicle_v1,fantom,,not-found,skip,Unknown,
thick,fantom,,not-found,skip,Unknown,
tomb_swap,fantom,,not-found,skip,Unknown,
unifi,fantom,,not-found,skip,Unknown,
vampireswap,fantom,,not-found,skip,Unknown,
wagmi,fantom,,not-found,skip,Unknown,
waka_finance,fantom,,not-found,skip,Unknown,
whaleswap,fantom,,not-found,skip,Unknown,
wigoswap,fantom,,not-found,skip,Unknown,
wingswap,fantom,,not-found,skip,Unknown,
woofi_swap,fantom,,not-found,skip,Unknown,
wraithswap,fantom,,not-found,skip,Unknown,
yoshi_exchange,fantom,,not-found,skip,Unknown,
zoocoin,fantom,,not-found,skip,Unknown,
apedao,fantom,,not-found,skip,Unknown,
astral_farm,fantom,,not-found,skip,Unknown,
cemetery_finance,fantom,,not-found,skip,Unknown,
dark_matter,fantom,,not-found,skip,Unknown,
dumpex,fantom,,not-found,skip,Unknown,
frog_nation_farm,fantom,,not-found,skip,Unknown,
furylabs_finance,fantom,,not-found,skip,Unknown,
knights_of_fantom,fantom,,not-found,skip,Unknown,
life,fantom,,not-found,skip,Unknown,
mockingbird,fantom,,not-found,skip,Unknown,
nightmare_finance,fantom,,not-found,skip,Unknown,
phantom_finance,fantom,,not-found,skip,Unknown,
potluck_protocol,fantom,,not-found,skip,Unknown,
spade_finance,fantom,,not-found,skip,Unknown,
spectrefi,fantom,,not-found,skip,Unknown,
squid_defi,fantom,,not-found,skip,Unknown,
strategyx_finance,fantom,,not-found,skip,Unknown,
the_don_finance,fantom,,not-found,skip,Unknown,
the_story_of_draco,fantom,,not-found,skip,Unknown,
trick_or_treat_farm,fantom,,not-found,skip,Unknown,
unirex_finance,fantom,,not-found,skip,Unknown,
vedao,fantom,,not-found,skip,Unknown,
xmas_past,fantom,,not-found,skip,Unknown,
atmossoft,fantom,,not-found,skip,Unknown,
diamond_coin,fantom,,not-found,skip,Unknown,
monster,fantom,,not-found,skip,Unknown,
sacra,fantom,,not-found,skip,Unknown,
webribe_dao,fantom,,not-found,skip,Unknown,
bishares,fantom,,not-found,skip,Unknown,
ante_finance,fantom,,not-found,skip,Unknown,
risk_harbor,fantom,,not-found,skip,Unknown,
dxsale,fantom,,not-found,skip,Unknown,
pinksale,fantom,,not-found,skip,Unknown,
88mph,fantom,,not-found,skip,Unknown,
aave_v3,fantom,,not-found,skip,Unknown,
elma,fantom,,not-found,skip,Unknown,
fmoney,fantom,,not-found,skip,Unknown,
fuji_v1,fantom,,not-found,skip,Unknown,
geist_finance,fantom,,not-found,skip,Unknown,
granary_finance,fantom,,not-found,skip,Unknown,
hector_lending,fantom,,not-found,skip,Unknown,
hundred_finance,fantom,,not-found,skip,Unknown,
impermax_v2,fantom,,not-found,skip,Unknown,
iron_bank,fantom,,not-found,skip,Unknown,
market,fantom,,not-found,skip,Unknown,
mensa_protocol,fantom,,not-found,skip,Unknown,
polter_finance,fantom,,not-found,skip,Unknown,
scream,fantom,,not-found,skip,Unknown,
spiritswap_lending,fantom,,not-found,skip,Unknown,
stake1,fantom,,not-found,skip,Unknown,
sturdy_v1,fantom,,not-found,skip,Unknown,
tarot,fantom,,not-found,skip,Unknown,
trava_finance,fantom,,not-found,skip,Unknown,
alpaca_leveraged_yield_farming,fantom,,not-found,skip,Unknown,
homora_v2,fantom,,not-found,skip,Unknown,
single_finance,fantom,,not-found,skip,Unknown,
ankr,fantom,,not-found,skip,Unknown,
beets_lst,fantom,,not-found,skip,Unknown,
stader,fantom,,not-found,skip,Unknown,
trusted_node,fantom,,not-found,skip,Unknown,
b_protocol,fantom,,not-found,skip,Unknown,
acryptos,fantom,,not-found,skip,Unknown,
gamma,fantom,,not-found,skip,Unknown,
ichi,fantom,,not-found,skip,Unknown,
popsicle_finance,fantom,,not-found,skip,Unknown,
steer_protocol,fantom,,not-found,skip,Unknown,
revest_finance,fantom,,not-found,skip,Unknown,
premia_v2,fantom,,not-found,skip,Unknown,
llamapay,fantom,,not-found,skip,Unknown,
retreeb,fantom,,not-found,skip,Unknown,
sushi_furo,fantom,,not-found,skip,Unknown,
multi_chain_miner,fantom,,not-found,skip,Unknown,
debets,fantom,,not-found,skip,Unknown,
zkasino,fantom,,not-found,skip,Unknown,
shadecash,fantom,,not-found,skip,Unknown,
exodia,fantom,,not-found,skip,Unknown,
fantohm,fantom,,not-found,skip,Unknown,
giza_dao,fantom,,not-found,skip,Unknown,
gton_capital,fantom,,not-found,skip,Unknown,
hector_treasury,fantom,,not-found,skip,Unknown,
luxor_money,fantom,,not-found,skip,Unknown,
minipanther_dao,fantom,,not-found,skip,Unknown,
pumpkin_dao,fantom,,not-found,skip,Unknown,
securedao,fantom,,not-found,skip,Unknown,
spartacus,fantom,,not-found,skip,Unknown,
volta_dao,fantom,,not-found,skip,Unknown,
backedfi,fantom,,not-found,skip,Unknown,
dao_maker_vesting,fantom,,not-found,skip,Unknown,
tempus_finance,fantom,,not-found,skip,Unknown,
alchemix,fantom,,not-found,skip,Unknown,
zest_protocol,fantom,,not-found,skip,Unknown,
coinscope,fantom,,not-found,skip,Unknown,
flokifi_locker,fantom,,not-found,skip,Unknown,
team_finance,fantom,,not-found,skip,Unknown,
0xdao,fantom,,not-found,skip,Unknown,
astral_financial,fantom,,not-found,skip,Unknown,
babypig_finance,fantom,,not-found,skip,Unknown,
baker_guild,fantom,,not-found,skip,Unknown,
based_next_generation,fantom,,not-found,skip,Unknown,
bastilledelabouje,fantom,,not-found,skip,Unknown,
bear_finance,fantom,,not-found,skip,Unknown,
beluga,fantom,,not-found,skip,Unknown,
borgswap,fantom,,not-found,skip,Unknown,
bouje_finance,fantom,,not-found,skip,Unknown,
caribou_finance,fantom,,not-found,skip,Unknown,
chad_finance,fantom,,not-found,skip,Unknown,
comb_financial,fantom,,not-found,skip,Unknown,
cougarswap,fantom,,not-found,skip,Unknown,
cupid_farm,fantom,,not-found,skip,Unknown,
devil_finance,fantom,,not-found,skip,Unknown,
dexfinance_etf,fantom,,not-found,skip,Unknown,
dexvaults,fantom,,not-found,skip,Unknown,
elocks,fantom,,not-found,skip,Unknown,
ester_finance,fantom,,not-found,skip,Unknown,
fantompup,fantom,,not-found,skip,Unknown,
farmtom,fantom,,not-found,skip,Unknown,
fatfire_defi,fantom,,not-found,skip,Unknown,
feeder_finance,fantom,,not-found,skip,Unknown,
ftm_frens,fantom,,not-found,skip,Unknown,
gemmine,fantom,,not-found,skip,Unknown,
genesys,fantom,,not-found,skip,Unknown,
goblin_ftm,fantom,,not-found,skip,Unknown,
grim_finance,fantom,,not-found,skip,Unknown,
growth_defi,fantom,,not-found,skip,Unknown,
guru_network_classic,fantom,,not-found,skip,Unknown,
jetmine_dao,fantom,,not-found,skip,Unknown,
kalmy_app,fantom,,not-found,skip,Unknown,
kogefarm,fantom,,not-found,skip,Unknown,
kungfuu,fantom,,not-found,skip,Unknown,
kyrios_finance,fantom,,not-found,skip,Unknown,
lavafall,fantom,,not-found,skip,Unknown,
liquid_bolt,fantom,,not-found,skip,Unknown,
liquid_driver,fantom,,not-found,skip,Unknown,
meso_finance_fantom_farm,fantom,,not-found,skip,Unknown,
moneyrain_finance,fantom,,not-found,skip,Unknown,
moonpot,fantom,,not-found,skip,Unknown,
mozaic,fantom,,not-found,skip,Unknown,
mymine,fantom,,not-found,skip,Unknown,
olive_cash,fantom,,not-found,skip,Unknown,
onering_v1,fantom,,not-found,skip,Unknown,
pearzap,fantom,,not-found,skip,Unknown,
poopsicle,fantom,,not-found,skip,Unknown,
radial,fantom,,not-found,skip,Unknown,
raven,fantom,,not-found,skip,Unknown,
rehold_v1,fantom,,not-found,skip,Unknown,
resonate_finance,fantom,,not-found,skip,Unknown,
robo_vault,fantom,,not-found,skip,Unknown,
salem_finance,fantom,,not-found,skip,Unknown,
sapphire_defi,fantom,,not-found,skip,Unknown,
scarecrow_finance,fantom,,not-found,skip,Unknown,
scranton_finance,fantom,,not-found,skip,Unknown,
singular_farm,fantom,,not-found,skip,Unknown,
skeleton_finance,fantom,,not-found,skip,Unknown,
stakesteak,fantom,,not-found,skip,Unknown,
summit_defi,fantom,,not-found,skip,Unknown,
tetu_earn,fantom,,not-found,skip,Unknown,
thetanuts_finance,fantom,,not-found,skip,Unknown,
tokensfarm,fantom,,not-found,skip,Unknown,
tranche_finance,fantom,,not-found,skip,Unknown,
undead_finance,fantom,,not-found,skip,Unknown,
universeftm,fantom,,not-found,skip,Unknown,
vivelabouje,fantom,,not-found,skip,Unknown,
void,fantom,,not-found,skip,Unknown,
waterfall_finance_yield,fantom,,not-found,skip,Unknown,
woofi_earn,fantom,,not-found,skip,Unknown,
yel_finance,fantom,,not-found,skip,Unknown,
yieldwolf,fantom,,not-found,skip,Unknown,
0x_nodes,fantom,,not-found,skip,Unknown,
autofarm,fantom,,not-found,skip,Unknown,
badger_dao,fantom,,not-found,skip,Unknown,
beefy,fantom,,not-found,skip,Unknown,
draco_force,fantom,,not-found,skip,Unknown,
epsylon_finance,fantom,,not-found,skip,Unknown,
fastyield_finance,fantom,,not-found,skip,Unknown,
magik_farm,fantom,,not-found,skip,Unknown,
matrix_farm,fantom,,not-found,skip,Unknown,
mushrooms_finance,fantom,,not-found,skip,Unknown,
onx_finance,fantom,,not-found,skip,Unknown,
reaper_farm,fantom,,not-found,skip,Unknown,
scion_finance,fantom,,not-found,skip,Unknown,
solidex,fantom,,not-found,skip,Unknown,
spiral_finance,fantom,,not-found,skip,Unknown,
superform,fantom,,not-found,skip,Unknown,
unbanked,fantom,,not-found,skip,Unknown,
vfat_io,fantom,,not-found,skip,Unknown,
yearn_finance,fantom,,not-found,skip,Unknown,
axelar,filecoin,,not-found,skip,Unknown,
usdfc,filecoin,,not-found,skip,Unknown,
archly_v2,filecoin,,not-found,skip,Unknown,
sushiswap,filecoin,,not-found,skip,Unknown,
sushiswap_v3,filecoin,,not-found,skip,Unknown,
themis_dex,filecoin,,not-found,skip,Unknown,
uniswap_v3,filecoin,,not-found,skip,Unknown,
ajna_v2,filecoin,,not-found,skip,Unknown,
secured_finance_lending,filecoin,,not-found,skip,Unknown,
bifrost_liquid_staking,filecoin,,not-found,skip,Unknown,
collectif_dao,filecoin,,not-found,skip,Unknown,
filet_finance,filecoin,,not-found,skip,Unknown,
filliquid,filecoin,,not-found,skip,Unknown,
glif,filecoin,,not-found,skip,Unknown,
hashking,filecoin,,not-found,skip,Unknown,
hashmix_fil,filecoin,,not-found,skip,Unknown,
mfil_protocol,filecoin,,not-found,skip,Unknown,
minefi,filecoin,,not-found,skip,Unknown,
sft_protocol,filecoin,,not-found,skip,Unknown,
stfil,filecoin,,not-found,skip,Unknown,
themis_lsdfil,filecoin,,not-found,skip,Unknown,
steer_protocol,filecoin,,not-found,skip,Unknown,
themis_staking,filecoin,,not-found,skip,Unknown,
parasail,filecoin,,not-found,skip,Unknown,
filfi,filecoin,,not-found,skip,Unknown,
fairyswap_v1,findora,,not-found,skip,Unknown,
fairyswap_v2,findora,,not-found,skip,Unknown,
future_swap,findora,,not-found,skip,Unknown,
veniceswap,findora,,not-found,skip,Unknown,
forlend,findora,,not-found,skip,Unknown,
morpho_blue,flame,,not-found,skip,Unknown,
bitrue,flare,,not-found,skip,Unknown,
gate,flare,,not-found,skip,Unknown,
nonkyc,flare,,not-found,skip,Unknown,
cyclo,flare,,not-found,skip,Unknown,
sparkdex_perps,flare,,not-found,skip,Unknown,
blazeswap,flare,,not-found,skip,Unknown,
donaswap_v2,flare,,not-found,skip,Unknown,
enosys_amm_v2,flare,,not-found,skip,Unknown,
enosys_amm_v3,flare,,not-found,skip,Unknown,
nexapia,flare,,not-found,skip,Unknown,
pangolin_v2,flare,,not-found,skip,Unknown,
raindex,flare,,not-found,skip,Unknown,
sparkdex_v2,flare,,not-found,skip,Unknown,
sparkdex_v3,flare,,not-found,skip,Unknown,
sparkdex_v3_1,flare,,not-found,skip,Unknown,
kinetic,flare,,not-found,skip,Unknown,
teralend,flare,,not-found,skip,Unknown,
sceptre_liquid,flare,,not-found,skip,Unknown,
ichi,flare,,not-found,skip,Unknown,
steer_protocol,flare,,not-found,skip,Unknown,
flarebank,flare,,not-found,skip,Unknown,
clearpool_tpool,flare,,not-found,skip,Unknown,
team_finance,flare,,not-found,skip,Unknown,
clearpool_lending,flare,,not-found,skip,Unknown,
flrfarm,flare,,not-found,skip,Unknown,
trado_perpetual,flow,,not-found,skip,Unknown,
increment_swap,flow,,not-found,skip,Unknown,
kittypunch_punchswap,flow,,not-found,skip,Unknown,
kittypunch_punchswap_v3,flow,,not-found,skip,Unknown,
kittypunch_stablekitty,flow,,not-found,skip,Unknown,
trado_spot,flow,,not-found,skip,Unknown,
fixes_launchpad,flow,,not-found,skip,Unknown,
increment_lending,flow,,not-found,skip,Unknown,
more_markets,flow,,not-found,skip,Unknown,
sturdy_v2,flow,,not-found,skip,Unknown,
ankr,flow,,not-found,skip,Unknown,
increment_liquid_staking,flow,,not-found,skip,Unknown,
more_vaults,flow,,not-found,skip,Unknown,
fixes_frc20,flow,,not-found,skip,Unknown,
fixes_frc20_staking,flow,,not-found,skip,Unknown,
parasail,fluence,,not-found,skip,Unknown,
fibonacci_dex,form_network,,not-found,skip,Unknown,
roll_fun,form_network,,not-found,skip,Unknown,
curves_protocol,form_network,,not-found,skip,Unknown,
axelar,fraxtal,,not-found,skip,Unknown,
crosscurve,fraxtal,,not-found,skip,Unknown,
symbiosis,fraxtal,,not-found,skip,Unknown,
archly_v2,fraxtal,,not-found,skip,Unknown,
balancer_v2,fraxtal,,not-found,skip,Unknown,
curve_dex,fraxtal,,not-found,skip,Unknown,
frax_swap,fraxtal,,not-found,skip,Unknown,
ra_exchange,fraxtal,,not-found,skip,Unknown,
velodrome_v2,fraxtal,,not-found,skip,Unknown,
velodrome_v3,fraxtal,,not-found,skip,Unknown,
bamm,fraxtal,,not-found,skip,Unknown,
curve_llamalend,fraxtal,,not-found,skip,Unknown,
dtrinity_dlend,fraxtal,,not-found,skip,Unknown,
fraxlend,fraxtal,,not-found,skip,Unknown,
glyph,fraxtal,,not-found,skip,Unknown,
ionic_protocol,fraxtal,,not-found,skip,Unknown,
morpho_blue,fraxtal,,not-found,skip,Unknown,
mellow_lrt,fraxtal,,not-found,skip,Unknown,
renzo,fraxtal,,not-found,skip,Unknown,
frax_ether,fraxtal,,not-found,skip,Unknown,
dtrinity_dusd,fraxtal,,not-found,skip,Unknown,
llamapay,fraxtal,,not-found,skip,Unknown,
karak,fraxtal,,not-found,skip,Unknown,
vnx,fraxtal,,not-found,skip,Unknown,
adamant_finance,fraxtal,,not-found,skip,Unknown,
aura,fraxtal,,not-found,skip,Unknown,
convex_finance,fraxtal,,not-found,skip,Unknown,
napier,fraxtal,,not-found,skip,Unknown,
stake_dao,fraxtal,,not-found,skip,Unknown,
beefy,fraxtal,,not-found,skip,Unknown,
vfat_io,fraxtal,,not-found,skip,Unknown,
rosswap,fsc,,not-found,skip,Unknown,
fluid_protocol,fuel,,not-found,skip,Unknown,
gate,fuel,,not-found,skip,Unknown,
ruscet,fuel,,not-found,skip,Unknown,
diesel_dex,fuel,,not-found,skip,Unknown,
mira_protocol,fuel,,not-found,skip,Unknown,
oxiswap,fuel,,not-found,skip,Unknown,
v12,fuel,,not-found,skip,Unknown,
swaylend,fuel,,not-found,skip,Unknown,
the_rig,fuel,,not-found,skip,Unknown,
wan_bridge,functionx,,not-found,skip,Unknown,
marginx_perp,functionx,,not-found,skip,Unknown,
marginx_dex,functionx,,not-found,skip,Unknown,
baklava_space,functionx,,not-found,skip,Unknown,
ampere,fuse,,not-found,skip,Unknown,
allbridge_classic,fuse,,not-found,skip,Unknown,
connext,fuse,,not-found,skip,Unknown,
multichain,fuse,,not-found,skip,Unknown,
meridian_finance,fuse,,not-found,skip,Unknown,
gate,fuse,,not-found,skip,Unknown,
logx_v1,fuse,,not-found,skip,Unknown,
lynx,fuse,,not-found,skip,Unknown,
mirakle_defi,fuse,,not-found,skip,Unknown,
donaswap_v2,fuse,,not-found,skip,Unknown,
elk,fuse,,not-found,skip,Unknown,
icecreamswap_v2,fuse,,not-found,skip,Unknown,
sushiswap,fuse,,not-found,skip,Unknown,
sushiswap_v3,fuse,,not-found,skip,Unknown,
voltage_amm,fuse,,not-found,skip,Unknown,
voltage_stableswap,fuse,,not-found,skip,Unknown,
voltage_v3,fuse,,not-found,skip,Unknown,
voltage_v4,fuse,,not-found,skip,Unknown,
infinity_pad,fuse,,not-found,skip,Unknown,
fusefi_lending,fuse,,not-found,skip,Unknown,
meridian_lend,fuse,,not-found,skip,Unknown,
shoebill_v2,fuse,,not-found,skip,Unknown,
voltage_lending,fuse,,not-found,skip,Unknown,
voltage_liquid_staking,fuse,,not-found,skip,Unknown,
ichi,fuse,,not-found,skip,Unknown,
gooddollar,fuse,,not-found,skip,Unknown,
autofarm,fuse,,not-found,skip,Unknown,
beefy,fuse,,not-found,skip,Unknown,
multichain,fusion,,not-found,skip,Unknown,
chainge_finance,fusion,,not-found,skip,Unknown,
donaswap_v2,fusion,,not-found,skip,Unknown,
gala_swap,gala,,not-found,skip,Unknown,
bluelotusdao_dex,genesys,,not-found,skip,Unknown,
powadap,genesys,,not-found,skip,Unknown,
genshiro,genshiro,,not-found,skip,Unknown,
desyn_basis_trading,goat,,not-found,skip,Unknown,
bima_cdp,goat,,not-found,skip,Unknown,
symbiosis,goat,,not-found,skip,Unknown,
goatswap_v2,goat,,not-found,skip,Unknown,
goatswap_v3,goat,,not-found,skip,Unknown,
uniswap_v3,goat,,not-found,skip,Unknown,
desyn_safe,goat,,not-found,skip,Unknown,
avalon_finance,goat,,not-found,skip,Unknown,
sumer_money,goat,,not-found,skip,Unknown,
artemis_finance,goat,,not-found,skip,Unknown,
pell_network,goat,,not-found,skip,Unknown,
stable_jack_v2,goat,,not-found,skip,Unknown,
desyn_liquid_strategy,goat,,not-found,skip,Unknown,
gate,gochain,,not-found,skip,Unknown,
goswap,gochain,,not-found,skip,Unknown,
stablekoi,godwoken,,not-found,skip,Unknown,
yokaiswap,godwoken,,not-found,skip,Unknown,
darumadao,godwoken,,not-found,skip,Unknown,
multichain,godwokenv1,,not-found,skip,Unknown,
hadouken_amm,godwokenv1,,not-found,skip,Unknown,
jioswap,godwokenv1,,not-found,skip,Unknown,
stablekoi,godwokenv1,,not-found,skip,Unknown,
yokaiswap,godwokenv1,,not-found,skip,Unknown,
brainiac_finance,godwokenv1,,not-found,skip,Unknown,
hadouken_lend,godwokenv1,,not-found,skip,Unknown,
stargate_v1,goerli,,not-found,skip,Unknown,
symbiosis,gravity,,not-found,skip,Unknown,
camelot_v2,gravity,,not-found,skip,Unknown,
camelot_v3,gravity,,not-found,skip,Unknown,
iziswap,gravity,,not-found,skip,Unknown,
gravity_bridge,gravitybridge,,not-found,skip,Unknown,
grovecoin,grove,,not-found,skip,Unknown,
bbqswap,ham,,not-found,skip,Unknown,
gate,haqq,,not-found,skip,Unknown,
sushiswap,haqq,,not-found,skip,Unknown,
sushiswap_v3,haqq,,not-found,skip,Unknown,
firoza_finance,haqq,,not-found,skip,Unknown,
stride,haqq,,not-found,skip,Unknown,
micro_credit_project,haqq,,not-found,skip,Unknown,
comfy_money,harmony,,not-found,skip,Unknown,
dopple_finance,harmony,,not-found,skip,Unknown,
oin_finance,harmony,,not-found,skip,Unknown,
unite_finance,harmony,,not-found,skip,Unknown,
allbridge_classic,harmony,,not-found,skip,Unknown,
cbridge,harmony,,not-found,skip,Unknown,
connext,harmony,,not-found,skip,Unknown,
knit_finance,harmony,,not-found,skip,Unknown,
multichain,harmony,,not-found,skip,Unknown,
nervebridge,harmony,,not-found,skip,Unknown,
poly_network,harmony,,not-found,skip,Unknown,
printer_financial,harmony,,not-found,skip,Unknown,
relaychain,harmony,,not-found,skip,Unknown,
qidao,harmony,,not-found,skip,Unknown,
gate,harmony,,not-found,skip,Unknown,
boringdao,harmony,,not-found,skip,Unknown,
router_protocol,harmony,,not-found,skip,Unknown,
synapse,harmony,,not-found,skip,Unknown,
adena_finance,harmony,,not-found,skip,Unknown,
bossswap,harmony,,not-found,skip,Unknown,
curve_dex,harmony,,not-found,skip,Unknown,
defi_kingdoms,harmony,,not-found,skip,Unknown,
eggtartswap,harmony,,not-found,skip,Unknown,
elephantdex,harmony,,not-found,skip,Unknown,
elk,harmony,,not-found,skip,Unknown,
fuzz_finance,harmony,,not-found,skip,Unknown,
lootswap,harmony,,not-found,skip,Unknown,
mochiswap,harmony,,not-found,skip,Unknown,
openswap,harmony,,not-found,skip,Unknown,
sonicswap,harmony,,not-found,skip,Unknown,
sushiswap,harmony,,not-found,skip,Unknown,
